row_kind,route_id,operation_shape,semantic_id,public_source,owning_package,value_kind,value_domain,omission_semantics,applicability,lifecycle,state_support,evidence_source,evidence_strength,current_projection,gap_or_non_claim
feature,pi.sdk-sidecar,route-observation,feature.streaming-events,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-pi,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-pi/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,pi.sdk-sidecar,route-observation,feature.usage-evidence,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-pi,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-pi/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,pi.sdk-sidecar,route-capability,feature.reasoning-selection,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-pi,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-pi/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,pi.sdk-sidecar,route-capability,feature.attachments,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-pi,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-pi/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,pi.sdk-sidecar,route-capability,feature.cancellation-or-interruption,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-pi,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-pi/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,pi.sdk-sidecar,session-lifecycle,feature.load-session,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-pi,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-pi/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,pi.sdk-sidecar,session-lifecycle,feature.resume-session,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-pi,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-pi/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,pi.sdk-sidecar,route-capability,feature.working-resource,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-pi,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-pi/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,pi.sdk-sidecar,session-lifecycle,feature.persistent-session-posture,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-pi,capability-state,matrix posture=Provider-owned durable local session preserved; load-with-replay and replay-free resume under exact host-leased cwd; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-pi/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"Persistence posture is lifecycle evidence, not a consumer default or composer control."
feature,pi.sdk-sidecar,route-capability,feature.prepared-facade,PreparedOperationEvidence; PreflightPlan,swallowtail-runtime; swallowtail-adapter-pi,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-pi/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"Prepared evidence is route-bound preparation authority, not the cohesive feature/control projection requested here."
feature,pi.sdk-sidecar,route-observation,feature.activity-observation,ObservableActivityProfile; ActivityEvent,swallowtail-runtime; swallowtail-adapter-pi,observation,route-specific activity/event fidelity; no portable event payload,absent when route emits no event; no inference,exact route and operation; provider stream and adapter activity profile remain authoritative,post-open-observation-only,descriptor-only,crates/swallowtail-adapter-pi/src/lib.rs; docs/guides/provider-route-matrix.md,runtime-export+route-matrix,ActivityProfile and route event stream; no cohesive projection,"Activity is observed output, not a selectable control or provider-effective option."
feature,cline.acp,model-catalogue,feature.model-catalogue,ModelCatalogEntry; NegotiatedSessionModelOptions where exposed,swallowtail-runtime; swallowtail-adapter-cline,capability-state,matrix posture=Caller-supplied; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-cline/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"Catalogue observation is not model mutation authority, and route-wide catalogue evidence does not prove model applicability."
feature,cline.acp,interactive-session,feature.interactive-session,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-cline,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-cline/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,cline.acp,route-observation,feature.streaming-events,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-cline,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-cline/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,cline.acp,route-capability,feature.cancellation-or-interruption,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-cline,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-cline/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,cline.acp,route-capability,feature.working-resource,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-cline,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-cline/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,cline.acp,session-lifecycle,feature.persistent-session-posture,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-cline,capability-state,matrix posture=Provider-owned durable local session preserved; no public load resume or lifecycle management; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-cline/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"Persistence posture is lifecycle evidence, not a consumer default or composer control."
feature,cline.acp,route-capability,feature.prepared-facade,PreparedOperationEvidence; PreflightPlan,swallowtail-runtime; swallowtail-adapter-cline,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-cline/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"Prepared evidence is route-bound preparation authority, not the cohesive feature/control projection requested here."
feature,cline.acp,route-observation,feature.activity-observation,ObservableActivityProfile; ActivityEvent,swallowtail-runtime; swallowtail-adapter-cline,observation,route-specific activity/event fidelity; no portable event payload,absent when route emits no event; no inference,exact route and operation; provider stream and adapter activity profile remain authoritative,post-open-observation-only,descriptor-only,crates/swallowtail-adapter-cline/src/lib.rs; docs/guides/provider-route-matrix.md,runtime-export+route-matrix,ActivityProfile and route event stream; no cohesive projection,"Activity is observed output, not a selectable control or provider-effective option."
feature,cline.headless,model-catalogue,feature.model-catalogue,ModelCatalogEntry; NegotiatedSessionModelOptions where exposed,swallowtail-runtime; swallowtail-adapter-cline,capability-state,matrix posture=Caller-supplied; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-cline/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"Catalogue observation is not model mutation authority, and route-wide catalogue evidence does not prove model applicability."
feature,cline.headless,structured-run,feature.structured-run,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-cline,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-cline/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,cline.headless,route-observation,feature.streaming-events,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-cline,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-cline/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,cline.headless,route-capability,feature.cancellation-or-interruption,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-cline,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-cline/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,cline.headless,route-capability,feature.working-resource,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-cline,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-cline/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,cline.headless,route-capability,feature.prepared-facade,PreparedOperationEvidence; PreflightPlan,swallowtail-runtime; swallowtail-adapter-cline,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-cline/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"Prepared evidence is route-bound preparation authority, not the cohesive feature/control projection requested here."
feature,cline.headless,route-observation,feature.activity-observation,ObservableActivityProfile; ActivityEvent,swallowtail-runtime; swallowtail-adapter-cline,observation,route-specific activity/event fidelity; no portable event payload,absent when route emits no event; no inference,exact route and operation; provider stream and adapter activity profile remain authoritative,post-open-observation-only,descriptor-only,crates/swallowtail-adapter-cline/src/lib.rs; docs/guides/provider-route-matrix.md,runtime-export+route-matrix,ActivityProfile and route event stream; no cohesive projection,"Activity is observed output, not a selectable control or provider-effective option."
feature,command-code.headless,model-catalogue,feature.model-catalogue,ModelCatalogEntry; NegotiatedSessionModelOptions where exposed,swallowtail-runtime; swallowtail-adapter-command-code,capability-state,matrix posture=Caller-supplied; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-command-code/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"Catalogue observation is not model mutation authority, and route-wide catalogue evidence does not prove model applicability."
feature,command-code.headless,structured-run,feature.structured-run,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-command-code,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-command-code/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,command-code.headless,interactive-session,feature.interactive-session,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-command-code,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-command-code/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,command-code.headless,route-observation,feature.streaming-events,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-command-code,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-command-code/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,command-code.headless,route-observation,feature.usage-evidence,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-command-code,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-command-code/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,command-code.headless,route-capability,feature.cancellation-or-interruption,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-command-code,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-command-code/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,command-code.headless,route-capability,feature.working-resource,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-command-code,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-command-code/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,command-code.headless,route-capability,feature.prepared-facade,PreparedOperationEvidence; PreflightPlan,swallowtail-runtime; swallowtail-adapter-command-code,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-command-code/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"Prepared evidence is route-bound preparation authority, not the cohesive feature/control projection requested here."
feature,command-code.headless,route-observation,feature.activity-observation,ObservableActivityProfile; ActivityEvent,swallowtail-runtime; swallowtail-adapter-command-code,observation,route-specific activity/event fidelity; no portable event payload,absent when route emits no event; no inference,exact route and operation; provider stream and adapter activity profile remain authoritative,post-open-observation-only,descriptor-only,crates/swallowtail-adapter-command-code/src/lib.rs; docs/guides/provider-route-matrix.md,runtime-export+route-matrix,ActivityProfile and route event stream; no cohesive projection,"Activity is observed output, not a selectable control or provider-effective option."
feature,cursor-agent.catalogue,model-catalogue,feature.model-catalogue,ModelCatalogEntry; NegotiatedSessionModelOptions where exposed,swallowtail-runtime; swallowtail-adapter-cursor,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-cursor/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"Catalogue observation is not model mutation authority, and route-wide catalogue evidence does not prove model applicability."
feature,cursor-agent.catalogue,structured-run,feature.structured-run,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-cursor,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-cursor/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,cursor-agent.catalogue,interactive-session,feature.interactive-session,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-cursor,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-cursor/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,cursor-agent.catalogue,route-observation,feature.streaming-events,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-cursor,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-cursor/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,cursor-agent.catalogue,route-observation,feature.usage-evidence,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-cursor,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-cursor/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,cursor-agent.catalogue,route-capability,feature.reasoning-selection,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-cursor,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-cursor/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,cursor-agent.catalogue,route-capability,feature.cancellation-or-interruption,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-cursor,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-cursor/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,cursor-agent.catalogue,route-capability,feature.working-resource,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-cursor,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-cursor/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,cursor-agent.catalogue,route-capability,feature.bounded-workspace-text-write,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-cursor,capability-state,matrix posture=Yes; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-cursor/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"The matrix is documentation/QA evidence; it does not prove accepted control values, exact model applicability, provider-effective state, or availability."
feature,cursor-agent.catalogue,session-lifecycle,feature.persistent-session-posture,Capability; CapabilityProfile; CapabilityRequirement,swallowtail-runtime; swallowtail-adapter-cursor,capability-state,matrix posture=Route-dependent; ACP and headless provider state persist without management support; route-specific qualification required,not a selectable value; descriptor only,exact route; configured instance and prepared operation; model/access/resource constraints remain separate,selection-summary,descriptor-only,docs/guides/provider-solution-feature-matrix.csv; crates/swallowtail-adapter-cursor/src/lib.rs,matrix-cross-check+runtime-type,ConfiguredProviderInstanceCatalogue + PreparedOperationEvidence + adapter prepared facade; no cohesive consumer projection,"Persistence posture is lifecycle evidence, not a consumer default or composer control."
